issue_key,non_resp_speaker,non_resp_position,non_resp_ministry,non_resp_role,non_resp_score,non_resp_attitude_tags,non_resp_speech_text,resp_speaker,resp_position,resp_score,resp_attitude_tags,resp_speech_text,speech_order_distance,date,session
第16号_2025-05-14,辻清人,内閣府副大臣,内閣府,副大臣,3,EXPLAIN,"早稲田委員にお答えさせていただきます。
　我々内閣府として、第五次の男女共同参画基本計画に基づいて、婚姻によって旧姓を使えなくなることによる不便を軽減するべく、旧姓の通称使用の拡大に向けて取組を進めてきております。その結果、現在では、住民票、マイナンバーカード、運転免許証、パスポート、不動産登記等において旧姓の併記が可能となっています。
　また、各省庁の所管する各種国家資格等において旧姓をどのように使用できるのか、内閣府が令和六年に調査したところ、調査対象となった三百二十の国家資格、免許等の全てにおいて旧姓使用が可能であることを確認できています。
　それで、あとは、例えば弁護士の資格証や裁判の",福岡資麿,厚生労働大臣,4,"EXPLAIN,CONSIDER","男女雇用機会均等法では、労働者の募集であったり採用等に際しまして、性別以外の事由を要件とする措置のうち、厚生労働省令で定めるものであって、他の性の労働者と比較して、一方の性の労働者に相当程度の不利益を与えるものを合理的な理由がないときに講ずることを間接差別として禁止しています。
　間接差別は、性別要件のような直接差別とは異なりまして、どのような要件でも間接差別に該当し得る広がりのある概念でありますため、行政指導を行う上では、対象となる間接差別の範囲を明確化する必要があるところから、このように省令で列挙しているところでございます。
　この更なる対象の追加につきましては、間接差別として違法となる範",2,2025-05-14,217
第16号_2025-05-14,辻清人,内閣府副大臣,内閣府,副大臣,4,"POSITIVE,CONSIDER","ありがとうございます。
　国会での議論、御党が提出された法案等を含めて、そういった動きにも我々はつぶさに確認をさせていただいておりますが、そういった婚姻による不便さ、改姓した人の不便さや不都合を解消すべく、運用面での対応などを今検討しておりまして、今後もそういった旧姓の通称使用の拡大やその周知に取り組んでまいりまして、その上での、今後のことについては、多少委員に先回りさせていただいて申し訳ないんですが、個人の見解をここで述べさせていただくこと、私も、委員御指摘のとおり、個人としては様々な選挙等で、そういった経歴に偽りはございません。
　一方で、今後、この委員会を含めて、国民の様々な意見があるも",福岡資麿,厚生労働大臣,4,"EXPLAIN,CONSIDER","男女雇用機会均等法では、労働者の募集であったり採用等に際しまして、性別以外の事由を要件とする措置のうち、厚生労働省令で定めるものであって、他の性の労働者と比較して、一方の性の労働者に相当程度の不利益を与えるものを合理的な理由がないときに講ずることを間接差別として禁止しています。
　間接差別は、性別要件のような直接差別とは異なりまして、どのような要件でも間接差別に該当し得る広がりのある概念でありますため、行政指導を行う上では、対象となる間接差別の範囲を明確化する必要があるところから、このように省令で列挙しているところでございます。
　この更なる対象の追加につきましては、間接差別として違法となる範",4,2025-05-14,217
第16号_2025-05-14,古川直季,総務大臣政務官,総務省,大臣政務官,4,"EXPLAIN,POSITIVE","お答えいたします。
　総務省ではこれまで、自治体に対し、厚生労働省が公表している民間企業向けのカスタマーハラスメント対策マニュアルなどを度々紹介してきたほか、先月末には、自治体におけるカスタマーハラスメントを含む各種ハラスメント対策の取組事例集を取りまとめ、助言、情報提供を行ったところです。
　今回の法案では、カスタマーハラスメントを防止するため、自治体を含む事業主が講ずべき雇用管理上必要な措置等について国が指針を定めることとされております。本法案が成立した際には、総務省としては、指針の内容も踏まえ、自治体におけるカスタマーハラスメント対策の取組を一層支援してまいります。",福岡資麿,厚生労働大臣,4,"EXPLAIN,CONSIDER","男女雇用機会均等法では、労働者の募集であったり採用等に際しまして、性別以外の事由を要件とする措置のうち、厚生労働省令で定めるものであって、他の性の労働者と比較して、一方の性の労働者に相当程度の不利益を与えるものを合理的な理由がないときに講ずることを間接差別として禁止しています。
　間接差別は、性別要件のような直接差別とは異なりまして、どのような要件でも間接差別に該当し得る広がりのある概念でありますため、行政指導を行う上では、対象となる間接差別の範囲を明確化する必要があるところから、このように省令で列挙しているところでございます。
　この更なる対象の追加につきましては、間接差別として違法となる範",22,2025-05-14,217
第16号_2025-05-14,古川直季,総務大臣政務官,総務省,大臣政務官,4,"EXPLAIN,POSITIVE","草間委員の質問にお答えさせていただきます。
　お尋ねのカスタマーハラスメントの状況について、神奈川県庁においては、県の調査結果によれば、令和五年度において、二十所属が一年間で百回以上のカスタマーハラスメントを受けており、最も多い所属では一年間で約千三十回のカスタマーハラスメントを受けたことがあるとされているものと承知しております。
　また、横浜市においては、市の調査結果によれば、令和六年度において、全七百七十課のうち約七割に当たる五百五十三課でカスタマーハラスメントを受けたことがあるとされているものと承知しております。
　総務省では、今般、自治体におけるカスタマーハラスメントを含む各種ハラスメ",福岡資麿,厚生労働大臣,4,"EXPLAIN,CONSIDER","男女雇用機会均等法では、労働者の募集であったり採用等に際しまして、性別以外の事由を要件とする措置のうち、厚生労働省令で定めるものであって、他の性の労働者と比較して、一方の性の労働者に相当程度の不利益を与えるものを合理的な理由がないときに講ずることを間接差別として禁止しています。
　間接差別は、性別要件のような直接差別とは異なりまして、どのような要件でも間接差別に該当し得る広がりのある概念でありますため、行政指導を行う上では、対象となる間接差別の範囲を明確化する必要があるところから、このように省令で列挙しているところでございます。
　この更なる対象の追加につきましては、間接差別として違法となる範",20,2025-05-14,217
第16号_2025-05-14,野中厚,文部科学副大臣,文部科学省,副大臣,3,EXPLAIN,令和六年七月現在になりますけれども、文部科学省における本省課室長級の女性の占める割合でございますが、一二・八％でございます。,福岡資麿,厚生労働大臣,3,"EXPLAIN,CONSIDER","御指摘いただきましたような試算は厚生労働省として行っておりませんが、委員が実際自分で行っていただいた試算については、基礎年金の底上げの効果について、一つの試算であると受け止めさせていただいています。
　基礎年金のマクロ経済スライドの早期終了につきましては、将来の基礎年金水準を確保する観点から検討していたものでございまして、一般的に申し上げますと、マクロ経済スライドによる給付調整が終了した以降に受給する期間が長い方が改善効果が高くなりますことから、将来年金を受給する世代の方が底上げになり得るものと考えております。",18,2025-05-14,217
第16号_2025-05-14,野中厚,文部科学副大臣,文部科学省,副大臣,4,"POSITIVE,EXPLAIN","アンコンシャスバイアスの解消は極めて重要であるというふうに思っております。
　まず、現状の数値について申し上げますが、我が国において、各分野における学部段階の大学生に占める女性の割合でございますが、理学分野で二八・三、工学分野で一六・七％であります。過去十五年程度の傾向から見ると、例えば工学分野では六％ほど増加をしております。
　ただ、他分野と比較して、女性の割合、理工系の学部を選ぶ割合というのは低くなっております。また、研究者に占める女性の割合も一八・五％と、以前より増えてはおりますが、諸外国と比較して低い状況にあるというふうに認識をしております。
　そのため、女性進出、理工系分野への進出を",福岡資麿,厚生労働大臣,3,"EXPLAIN,CONSIDER","御指摘いただきましたような試算は厚生労働省として行っておりませんが、委員が実際自分で行っていただいた試算については、基礎年金の底上げの効果について、一つの試算であると受け止めさせていただいています。
　基礎年金のマクロ経済スライドの早期終了につきましては、将来の基礎年金水準を確保する観点から検討していたものでございまして、一般的に申し上げますと、マクロ経済スライドによる給付調整が終了した以降に受給する期間が長い方が改善効果が高くなりますことから、将来年金を受給する世代の方が底上げになり得るものと考えております。",16,2025-05-14,217
第16号_2025-05-14,野中厚,文部科学副大臣,文部科学省,副大臣,5,"POSITIVE,COMMIT","この資料でもありますように、義務教育終了時の段階で、数学的、科学的リテラシーの数値というのは、スコアというのは世界トップレベルでありますが、一方で研究者に占める女性の割合が少ない。これは先ほども答弁させていただきました。そのような中で、多様な視点、そして優れた発想を取り入れた新しいイノベーションの創出に向けて、女性の活躍を進めていくということは本当に重要であるというふうに思っております。
　具体例でありますが、理工系分野における女子を含む大学入学者の多様性確保に向けた選抜の促進、そして、ここでありますが、意欲ある大学、高専におけるデジタルやグリーンなど成長分野への学部転換等に必要な経費支援の際",福岡資麿,厚生労働大臣,3,"EXPLAIN,CONSIDER","御指摘いただきましたような試算は厚生労働省として行っておりませんが、委員が実際自分で行っていただいた試算については、基礎年金の底上げの効果について、一つの試算であると受け止めさせていただいています。
　基礎年金のマクロ経済スライドの早期終了につきましては、将来の基礎年金水準を確保する観点から検討していたものでございまして、一般的に申し上げますと、マクロ経済スライドによる給付調整が終了した以降に受給する期間が長い方が改善効果が高くなりますことから、将来年金を受給する世代の方が底上げになり得るものと考えております。",12,2025-05-14,217
第16号_2025-05-14,冨樫博之,総務副大臣,総務省,副大臣,4,"EXPLAIN,POSITIVE","妊娠、出産等を理由とする不利益な取扱いは、地方公務員法第十三条や地方公務員育児法第九条により、妊娠、出産からの期間にかかわらず、制度上、禁止をされております。この取扱いについては、各自治体に対して、地方公務員両立支援パスポートに明記することなどを通じて周知を図ってきたところであります。
　総務省としては、育児休業の適正な運用がなされるよう、今後とも情報提供や助言をしっかりと行ってまいります。",福岡資麿,厚生労働大臣,4,"EXPLAIN,POSITIVE","我が国の法制においては、ハラスメントについて、刑法等に規定する犯罪に該当する行為は刑事責任が課されるほか、民事上も、不法行為であったり債務不履行を根拠として、損害賠償請求の対象にもなり得るところです。
　その上で、職場に係るハラスメントについては、その未然防止を図るために、事業主に雇用管理上の措置を義務づけ、各事業主において、ハラスメントを行ってはならない旨の方針の明確化であったり周知啓発のほか、行為者に対する懲戒処分等の措置を適正に行うこととしております。こうした義務の履行確保に関しましては、国が報告徴収であったり助言、指導又は勧告を行うことを通じて、法違反が認められる場合の速やかな是正を図",2,2025-05-14,217
第14号_2025-05-09,松本尚,外務大臣政務官,外務省,大臣政務官,4,"POSITIVE,EXPLAIN","外務省からお答えいたします。
　条約については、委員御承知おきのとおり、外務省が所掌として締結することでございます。
　今般のパンデミック条約については、一年ぐらいちょっと延びてしまったということもございますけれども、交渉妥結に至ったことというのは重要な一歩というふうに受け止めております。
　その上で、今般のコロナウイルス感染症のような世界的な健康危機に際しては、国際社会が一致して対応する必要があることは当然でございます。パンデミックの予防、備え、そして対応の強化のために、国際的な感染症対策の促進、これについては我が国にとっても極めて重要なことであるというふうに外務省としても認識をしており、ま",福岡資麿,厚生労働大臣,4,"EXPLAIN,POSITIVE","済みません、まずは、私の誕生日に対して祝意を示していただきまして、ありがとうございます。
　御指摘がありましたパンデミック条約につきましては、新型コロナウイルス感染症対応の教訓を踏まえまして、将来のパンデミックに対してよりよく予防し、備え、対応できるようにすることを目的としたものでございます。この観点から、病原体へのアクセス及び利益配分のほか、予防及びサーベイランスの強化、サプライチェーン及びロジスティクス、規制システムの強化などの規定が盛り込まれています。
　我が国の実利といたしましては、国際的な感染症対策が進むことで、我が国においても感染症の蔓延防止に資するということを期待をしております。",2,2025-05-09,217
第13号_2025-05-07,古川直季,総務大臣政務官,総務省,大臣政務官,4,"EXPLAIN,POSITIVE,DEFER","お答えいたします。
　ＰＦＯＳの血中濃度と健康影響の関係性については、どの程度の血中濃度でどのような健康影響が個人に生じるかについては明らかになっていないと承知しております。
　消防庁では、防護服や空気呼吸器の確実な着装など、消防隊員の安全管理上の留意事項を示した安全管理マニュアルを全国の消防本部に通知すること等を通じ、各消防本部において、労働安全衛生法等を踏まえ、適切な安全管理に努めていただいております。
　また、規制対象のＰＦＯＳを含有する泡消火薬剤を保有する消防本部に対し、非含有泡消火薬剤への切替えを要請しており、各消防本部において適切に対応を進めていただいているものと認識しております。",福岡資麿,厚生労働大臣,2,"EXPLAIN,DEFER","御指摘の調査研究は、京都大学の名誉教授の小泉昭夫先生らが工場の従業員らを対象に健康調査を行われたものであるというふうに承知をしています。
　この論文におきましては、ＰＦＯＡを取り扱う業務に関わっていたと見られる元及び現従業員五人の血清中のＰＦＯＡ濃度は、ＰＦＯＡの取扱いをやめた後十二年経過しても高い値を示していたこと、これら元従業員、現従業員五人のうち三人に間質性肺疾患の症状又はその兆候が見られたこと、一方で、肺でのＰＦＯＡ粒子の存在は確認されていないことなどから、ＰＦＯＡ暴露と間質性肺疾患の発症メカニズムの関係は明確ではなく、更なる研究が必要であることなどが報告されているというふうに承知をし",2,2025-05-07,217
第13号_2025-05-07,本田太郎,防衛副大臣・内閣府副大臣,防衛省/内閣府,副大臣,2,"EXPLAIN,DEFER","お答えいたします。
　御指摘のＰＦＡＳ血中濃度の測定につきましては、現時点でどの程度の血中濃度で健康影響が生じるか明らかになっておらず、血液検査のみをもって健康への影響を把握することは困難であるものと認識をしております。
　在日米軍基地に勤務する駐留軍等労働者に対しましては、一般の労働者と同様に、労働安全衛生法等の国内法令に従い、定期健康診断のほか、有害な業務に従事する者に対する特殊健康診断を実施しております。
　防衛省としましては、引き続き、関係省庁の検討状況を注視しつつ、必要に応じて適切な対応をしてまいります。",福岡資麿,厚生労働大臣,2,"EXPLAIN,DEFER","御指摘の調査研究は、京都大学の名誉教授の小泉昭夫先生らが工場の従業員らを対象に健康調査を行われたものであるというふうに承知をしています。
　この論文におきましては、ＰＦＯＡを取り扱う業務に関わっていたと見られる元及び現従業員五人の血清中のＰＦＯＡ濃度は、ＰＦＯＡの取扱いをやめた後十二年経過しても高い値を示していたこと、これら元従業員、現従業員五人のうち三人に間質性肺疾患の症状又はその兆候が見られたこと、一方で、肺でのＰＦＯＡ粒子の存在は確認されていないことなどから、ＰＦＯＡ暴露と間質性肺疾患の発症メカニズムの関係は明確ではなく、更なる研究が必要であることなどが報告されているというふうに承知をし",3,2025-05-07,217
第12号_2025-04-25,高見康裕,国土交通大臣政務官,国土交通省,大臣政務官,3,EXPLAIN,"お答えいたします。
　標準労務費制度ですけれども、適正な水準の労務費が、公共工事、民間工事を問わず、受発注者間、元請、下請間、下請同士の全ての段階で確保されて、技能労働者に適正な賃金が支払われることを目指す新たな仕組みでございます。
　ですので、委員御指摘のいわゆる重層下請のような状況においても適用される制度であります。",福岡資麿,厚生労働大臣,4,"EXPLAIN,POSITIVE","元方事業者等が現場で作業する個人事業者等に対して直接指示を行う場合でありましても、それが安全衛生関係法令で義務づけられている安全上の指示であるような場合には、直ちに労働基準法上の労働者性を肯定する方向に働く事情とはならず、偽装請負と判断されるものではないと考えられます。
　しかし、個人事業者等に対して、法令の遵守や労働災害防止に必要な範囲を超え、作業内容や作業の遂行方法について具体的な指示を行う場合は、労働者性や偽装請負への該当性が高まることとなります。
　御指摘ありましたように、この線引きが分かりにくいというような課題がありましたことから、安全上の指示と労働者性、偽装請負との関係についての基",2,2025-04-25,217
第12号_2025-04-25,高見康裕,国土交通大臣政務官,国土交通省,大臣政務官,4,"POSITIVE,CONSIDER","標準労務費制度は、適正な水準の労務費が、公共工事、民間工事を問わず、受発注者間、元請、下請間、下請同士の全ての段階で確保され、技能労働者に適正な賃金が支払われることをまさに目指すものであります。
　この標準労務費につきましては、今、国の中央建設業審議会に設けました労務費の基準に関するワーキンググループにおきまして、今委員おっしゃいました公共工事設計労務単価を基礎として計算された水準で作成する方向で今検討しているところであります。
　現場の技能者の方々の賃上げの実現、非常に、極めて大事だと思っております。その実現に向けまして、受注者、注文者の双方に標準労務費を踏まえた価格交渉を促すなど、制度の適",福岡資麿,厚生労働大臣,4,"EXPLAIN,POSITIVE","元方事業者等が現場で作業する個人事業者等に対して直接指示を行う場合でありましても、それが安全衛生関係法令で義務づけられている安全上の指示であるような場合には、直ちに労働基準法上の労働者性を肯定する方向に働く事情とはならず、偽装請負と判断されるものではないと考えられます。
　しかし、個人事業者等に対して、法令の遵守や労働災害防止に必要な範囲を超え、作業内容や作業の遂行方法について具体的な指示を行う場合は、労働者性や偽装請負への該当性が高まることとなります。
　御指摘ありましたように、この線引きが分かりにくいというような課題がありましたことから、安全上の指示と労働者性、偽装請負との関係についての基",4,2025-04-25,217
第10号_2025-04-16,金子容三,防衛大臣政務官,防衛省,大臣政務官,4,"POSITIVE,EXPLAIN","御指摘のとおり、戦傷医療においては、アドレナリン等の投与による救急救命行為や麻薬による疼痛管理は、自衛隊員の人命救助の観点で非常に重要であるというふうに認識しております。そのため、防衛省では、自衛隊員への投与のためのアドレナリン等や麻薬の確保に向けた体制を整備しているところでございます。
　また、厚労省では、国民の保護に関する基本指針に基づき、指定公共機関及び都道府県において、必要な応急救護用医薬品、医療資機材等の備蓄が行われるよう努めるものとされていると承知をしております。
　防衛省といたしましては、戦傷医療対処能力向上を図るため、厚労省と連携し、対応してまいります。",福岡資麿,厚生労働大臣,4,"POSITIVE,CONSIDER","経済安全保障推進法の特定重要物資に指定されましたベータラクタム系抗菌薬につきましては、二〇三〇年をめどに国産原薬を用いた抗菌薬の製造販売が開始される見込みでございますが、国産原薬を使用した製剤は、海外産原薬のみを用いた抗菌薬よりも高くなることが想定されます。
　国産原薬を用いることに伴うコスト増につきましては、委員御指摘のとおり、私たちも課題だというふうに認識をしておりまして、令和七年三月に開催されました中医協において、二〇三〇年目途の国産原薬を使用した製剤の供給開始に向けて、例えば薬価であったり時限的補助といった方法により、国産原薬を用いることに伴うコスト増に対し、どのような対応が可能かを検",2,2025-04-16,217
第10号_2025-04-16,冨樫博之,総務副大臣,総務省,副大臣,4,"POSITIVE,COMMIT","救急業務を取り巻く諸課題に対応するためには、消防関係者のみによる取組では成り立たず、医療側の協力も不可欠であると認識をしています。このため、総務省消防庁では、消防機関に加え、医療関係者等の有識者にも参画していただき、救急業務のあり方に関する検討会を毎年開催しており、増大する救急需要への対策等について検討を行ってきております。
　総務省消防庁としましては、この検討結果を踏まえ、シャープ七七一一九の……（福田（徹）委員「七一一九」と呼ぶ）もとい、シャープ七一一九の全国的な展開、病院救急車の搬送等、搬送事業者の活用、日勤救急隊の導入等の促進、救急ＤＸの推進といった、増大する救急需要に対する取組も進め",福岡資麿,厚生労働大臣,2,"EXPLAIN,POSITIVE","御指摘がございました、平成十七年十月に厚生労働省として公表いたしました医療制度構造改革試案におきましては、経済財政諮問会議等における議論を踏まえまして、外来受診一回ごとに一定額までを全額自己負担とするという、いわゆる保険免責制を導入した場合の医療費削減効果を機械的に試算してございます。
　この保険免責制につきましては、その後、社会保障審議会医療保険部会でも御議論をいただいたところでございますが、医療資源を真に必要な患者へ重点的に投入するために導入すべきとの意見もあった一方で、患者負担は将来にわたり三割を限度とするとの十四年健保法改正時の規定の趣旨に照らして問題があるといった反対の意見が多かった",2,2025-04-16,217
第10号_2025-04-16,冨樫博之,総務副大臣,総務省,副大臣,2,"EXPLAIN,DEFER,POSITIVE","先ほどは大変失礼いたしました。
　総務省消防庁では、救急業務の一部有料化について、平成二十七年度に救急業務のあり方に関する検討会で検討してまいりました。この検討において、経済状況により救急要請をちゅうちょするのではないか、有料、無料の線引きや判断が難しいのではないか、料金徴収に係る事務負担が増えるのではないかなど、導入の際に多くの課題があることや、各消防本部から懸念が示されたことを踏まえ、引き続き慎重な議論が必要と認識をしております。
　このため、総務省消防庁として、まず、救急車の適時適切な利用の呼びかけや、シャープ七一一九の全国的な展開などの取組を進めてまいります。
　以上です。",福岡資麿,厚生労働大臣,2,"EXPLAIN,POSITIVE","御指摘がございました、平成十七年十月に厚生労働省として公表いたしました医療制度構造改革試案におきましては、経済財政諮問会議等における議論を踏まえまして、外来受診一回ごとに一定額までを全額自己負担とするという、いわゆる保険免責制を導入した場合の医療費削減効果を機械的に試算してございます。
　この保険免責制につきましては、その後、社会保障審議会医療保険部会でも御議論をいただいたところでございますが、医療資源を真に必要な患者へ重点的に投入するために導入すべきとの意見もあった一方で、患者負担は将来にわたり三割を限度とするとの十四年健保法改正時の規定の趣旨に照らして問題があるといった反対の意見が多かった",4,2025-04-16,217
第5号_2025-03-26,本田太郎,防衛副大臣・内閣府副大臣,防衛省/内閣府,副大臣,3,EXPLAIN,"お答えいたします。
　決して迷惑ではございません。
　防衛省といたしましては、各国会議員の方々、そして政務三役の方々に御案内を申し上げているところでございます。",福岡資麿,厚生労働大臣,4,"EXPLAIN,CONSIDER","まず、自衛隊の方々におかれましては、硫黄島における遺骨収集に係る人員であったり、また物資等の輸送支援であったり、遺骨の収容支援、また海上自衛隊護衛艦による御遺骨の本邦送還などに携わっていただいておりまして、戦没者の遺骨収集事業の推進にも多大なる御協力をいただいております。厚生労働大臣といたしまして、防衛省の関係者の皆様方の御協力に心から感謝を申し上げるところでございます。
　その上で、御指摘の防衛大学校の卒業式への出席につきましては、その他の業務の状況等も勘案した上で適切に判断してまいりたいと思います。",2,2025-03-26,217
第5号_2025-03-26,本田太郎,防衛副大臣・内閣府副大臣,防衛省/内閣府,副大臣,3,"EXPLAIN,REFUSE,POSITIVE","お答えいたします。
　防衛省では、任務遂行中に不幸にして職に殉じた自衛隊員を追悼するため、毎年、防衛大臣の主催によりまして、自衛隊の最高指揮官である内閣総理大臣の御臨席の下、自衛隊殉職隊員追悼式を執り行っております。
　この自衛隊殉職隊員追悼式は、防衛省内の慰霊碑地区において、御遺族の方々が参列し、殉職隊員の殉職年月日、階級及び氏名を刻印した銘板を慰霊碑に奉納するなど、慰霊碑地区は、顕彰された殉職隊員の御遺族の方々にも、追悼の意をささげる場と御理解をいただいておるところです。
　その上で、これまでも、公務上の事故等で御遺体が発見に至らない場合であっても、御遺族の意向を踏まえまして、他の殉職隊員",福岡資麿,厚生労働大臣,1,"POSITIVE,EXPLAIN,REFUSE","委員からも、冒頭、顕彰という言葉をいただきましたが、国家のため、任務の遂行中に不幸にしてその職に殉じた自衛官の方々に対しまして弔慰の意を表するということは、大変重要なことであるというふうに認識をしております。
　その上で申し上げますと、千鳥ケ淵戦没者墓苑は、昭和二十八年の閣議決定に基づき、太平洋戦争による海外戦没者の遺骨であって御遺族に引き渡すことができない御遺骨について、これをお納めするための施設として建立されたものでございます。
　こうした墓苑の建立目的を踏まえると、自衛官の方々が殉職され、仮に御遺骨の身元が特定できないような場合であっても、千鳥ケ淵戦没者墓苑に納骨する取扱いにはならないも",1,2025-03-26,217
第6号_2025-11-28,古川直季,内閣府大臣政務官・復興大臣政務官,内閣府/復興省,大臣政務官,5,"POSITIVE,COMMIT","お答えいたします。
　ギャンブル等依存症は、当事者や家族の日常生活や社会生活に支障を生じさせるものであり、多重債務、犯罪等の重大な社会問題を生じさせる場合もあると認識しております。
　近年、公営競技を始めとするギャンブルのオンライン化に伴い、医療、相談現場において、若年者からの相談が増加しているとの御指摘がございます。
　公営競技事業者においては、これまでも、インターネット投票サイトでの視覚的に訴えるための表示等により、券の購入は二十歳になってから等の注意喚起を行っているところです。
　本年三月に閣議決定したギャンブル等依存症対策推進基本計画においては、若年者への普及啓発の観点から、地域におい",上野賢一郎,厚生労働大臣,4,"POSITIVE,CONSIDER","ゲーム障害の対策の強化方法でよろしいですか。（市來委員「はい」と呼ぶ）
　ゲーム障害は、例えば、インターネットを使用したオンラインゲームなどに過度にのめり込むこと等によりまして、日常生活や社会生活が著しく悪影響を受けている状態を指すと考えております。
　ただ、その実態であったり、あるいは発症のメカニズムであったり、治療、予防に関する科学的知見、これはまだまだ十分ではございません。このため、先ほど御指摘をいただきましたような、今、全国調査を実施しているところでありますが、まずはその調査結果を十分踏まえて、その実態を把握した上で、どういった対応ができるのか、関係省庁とも連携をして取組を進めていきた",12,2025-11-28,219
第2号_2025-11-19,三反園訓,財務大臣政務官,財務省,大臣政務官,4,"CONSIDER,EXPLAIN","お答え申し上げます。
　ＯＴＣ類似薬を含む薬剤自己負担の見直しにつきましては、骨太の方針二〇二五におきまして、医療機関における必要な受診を確保しつつ検討されるべきものとされております。こうした前提の下で、厚生労働省において、見直しの内容について適切に検討が進められていくものと考えております。
　なお、委員の御指摘の資料は、医療機関を受診する際の費用とＯＴＣ医薬品を購入する際の費用を比較する観点からその事実関係を紹介するものでありまして、薬剤自己負担の見直しの財政効果等を試算したものではございません。",上野賢一郎,厚生労働大臣,2,"CONSIDER,REFUSE","ＯＴＣ類似薬を含む薬剤自己負担を見直した場合の財政影響につきましては、現在、見直しの内容につきまして検討を進めております。
　したがいまして、財政影響もその見直しの中身次第でありますので、現時点で確定的なことを申し上げることは困難であります。",2,2025-11-19,219
第2号_2025-11-19,三反園訓,財務大臣政務官,財務省,大臣政務官,4,"POSITIVE,CONSIDER","お答え申し上げます。
　先日開催されました財政制度等審議会におきましては、医療・介護分野におきまして、従事者の賃上げを行いつつ現役世代の保険料負担を抑制するためには給付と負担の改革に取り組んでいくことが重要であるという議論が行われたものと承知しております。このことは、医療・介護分野の従事者の賃金の伸びを抑え、全労働者の賃金の伸びの範囲内に収めることを意味するものではないと考えております。
　骨太の方針二〇二五におきましても、保険料負担の抑制努力も継続しつつ、現場で働く幅広い職種の方々の賃上げに確実につながる的確な対応を行うとされております。これに基づきまして、その具体化に向けて厚生労働省と議論",上野賢一郎,厚生労働大臣,4,"POSITIVE,DEFER",先ほどから答弁させていただいておりますとおり、現在、経済対策の策定、また補正予算の編成に取り組んでいるところでありまして、その具体的な水準につきまして確たることは申し上げられませんが、しっかりと現状を踏まえて対応させていただきたいと考えています。,2,2025-11-19,219
